pid,title,bibliographicCitation,bibliographicCitationRepublished,fullIssueSequenceNumber,creator,dateCreated,description,language,publisher,IsPartOf,rights,source,subject,type,category,articleType,volume,issue,transcription,scholarlyNotes,commentary,relatedPeople,featured,repeated,relatedImage,relatedText,relatedTextIssue,filename,caption,order,layout,collection,thumbnail,manifest,full
unionist--image-0056,"Samuel Johnson, by Joshua Reynolds",https://en.wikipedia.org/wiki/File:Samuel_Johnson_by_Joshua_Reynolds_2.png#/media/File:Samuel_Johnson_by_Joshua_Reynolds_2.png,,,Joshua Reynolds (1723-1792),1775,"By Joshua Reynolds - Originally in English Wikipedia, uploaded 21:07, 2005 June 14 by w:User:GeogreScanned from: Rogers, Pat (2001). The Oxford Illustrated History of English Literature. Oxford University Press, p. 241. ISBN 1435295811, Public Domain, https://commons.wikimedia.org/w/index.php?curid=671182",English,,,Public Domain,https://en.wikipedia.org/wiki/File:Samuel_Johnson_by_Joshua_Reynolds_2.png#/media/File:Samuel_Johnson_by_Joshua_Reynolds_2.png,,image,Image,,,,,,,,,,,unionist-text-0361,1834-04-10 p.04.61,,"Dr. Samuel Johnson, reading a book intentely",467,items_item,items,"/img/derivatives/iiif/images/unionist--image-0056/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0056/manifest.json,"/img/derivatives/iiif/images/unionist--image-0056/full/1140,/0/default.jpg"
unionist--image-0057,WhiteCloverSeed,https://dancingbeeequipment.com/products/seed-white-dutch-clover,,,,,Pile of white clover seeds,English,,,unsure,https://dancingbeeequipment.com/products/seed-white-dutch-clover,,image,Image,,,,,,,,,,,unionist-text-0376,1834-04-10 p.04.76,,White Clover Seed,468,items_item,items,"/img/derivatives/iiif/images/unionist--image-0057/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0057/manifest.json,"/img/derivatives/iiif/images/unionist--image-0057/full/1140,/0/default.jpg"
unionist--image-0058,"<em>The Liberator</em>, June 21, 1834","<em>The Liberator</em> 4:25:100, June 21, 1834",,,,1834,Narrow Masthead,English,,,Public Domain,"<em>The Liberator</em> 4:25:100, June 21, 1834",,image,Image,,,,,,,,,,,unionist--text-0391,,,<em>The Liberator</em> Masthead 1834-06-21,469,items_item,items,"/img/derivatives/iiif/images/unionist--image-0058/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0058/manifest.json,"/img/derivatives/iiif/images/unionist--image-0058/full/1140,/0/default.jpg"
unionist--text-0048,Connecticut BLACK Law,<em>The Unionist</em> 1833-08-08,<em>Liverpool (Pa.) Mercury.</em> (not researched),1833-08-08 p03.34,<em>Liverpool (Pa.) Mercury.</em>,1833-08-08,Outrage at persecution of Crandall,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,<em>Liverpool (Pa.) Mercury.</em>,Canterbury Female Academy; Black Law,Text,Unionist content,,1,2,"<em>Connecticut</em> BLACK <em>Laws.</em> —We mentioned, a short time since, that the Legislature of Connecticut had passed a law forbidding under heavy penalties, every individual in that state from teaching colored people from other States to <em>read and write!</em> We took no farther notice of it at the time, supposing it to be intended as a sort of quiz upon the Yankees, or perhaps a paragraph thrown in by some mischievous printer’s <em>imp,</em> to fill out a newspaper column. But now seems there was ‘no mistake’ in the matter. A young lady by the name of Crandall, of Canterbury, in that state, is now suffering the penalty of that law in <em>a prison!</em> Yes, the State of Connecticut, with all its boasted philanthropy and christianity—a State which annually sends tens of thousands of dollars to instruct the heathen on the opposite side of the globe, in the arts, sciences and DOGMAS of civilization, will not allow the <em>free citizens</em> of our own country to be taught to <em>read and write</em> &nbsp;within the limits of their state! How long is it, we would ask, since the entire population of the “universal Yankee nation,’ appeared ready to take up arms, break open the prison doors of the Georgia penitentiary, release the missionaries, Worcester and Butler, and nullify the law for a willful violation of which they had been imprisoned: a law, by the way, far less anti-republican and unconstitutional than this Connecticut law, under which a worthy female has been imprisoned. Admirable consistency! Pure Christianity! More on this subject, anon.— <em>Liverpool (Pa.) Mercury.</em>",,"This Pennsylvania paper raises a comparison to the unjust imprisonment of the missionary Samuel Worcester (1798-1859) in Georgia. Worcester defended Cherokee sovereignty and right to education, for which he was imprisoned.",Prudence Crandall; Samuel Worcester; Elizur Butler,Yes,,unionist--image-0341,,,,,47,items_item,items,,,
unionist--image-0059,Eggs from the collection of Rycenga,"Eggs, picture by Jennifer Rycenga",,,Jennifer Rycenga,2023,Eggs,English,,,Own Work,,,image,Image,,,,,,,,,,,unionist--text-0392,,,Eggs,470,items_item,items,"/img/derivatives/iiif/images/unionist--image-0059/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0059/manifest.json,"/img/derivatives/iiif/images/unionist--image-0059/full/1140,/0/default.jpg"
unionist--image-0060,Broken Glass found in archeological dig Canterbury Female Academy 2020-2022,,,,Jennifer Rycenga,2023,Shards of broken glass from the Canterbury Female Academy,English,,,Own Work; courtesy of Prudence Crandall Museum,own work,,image,Image,,,,,,,,,,,unionist--text-0400; unionist--text-0402,,,This glass was collected during archeological digs at the Canterbury Female Academy conducted during the COVIDian times of 2020-2022. It is most likely from the rash of broken windows that marked the attack that led to the closure of the school. Courtesy of Joan DiMartino and the Canterbury Female Academy. Photography by Jennifer Rycenga,471,items_item,items,"/img/derivatives/iiif/images/unionist--image-0060/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0060/manifest.json,"/img/derivatives/iiif/images/unionist--image-0060/full/1140,/0/default.jpg"
unionist--image-0061,Pamphlet Attacking Ray Potter,"""An Interview between the Rev. Ray Potter and the Devil!"" anonymous pamphlet, n.d, n.p., from the collection of the Rhode Island Historical Society; included as the frontispiece in <em>Rhode Island History</em> 30:1 (February 1971). ",,,anonymous,1837,"Cover picture of a pamplet, showing the Devil as an African-man-beast in conversation with Ray Potter. ",English,,,Public Domain,"""An Interview between the Rev. Ray Potter and the Devil!"" anonymous pamphlet, n.d, n.p., from the collection of the Rhode Island Historical Society; included as the frontispiece in <em>Rhode Island History</em> 30:1 (February 1971). ",,image,Image,,,,,,,,,,,unionist-text-0003,,,"Cover picture of a pamplet, showing the Devil as an African-man-beast in conversation with Ray Potter. This was an exposé of Ray Potter after an affair he had came to light. At the time Potter was serving as an Agent of the American Anti-Slavery Society",472,items_item,items,"/img/derivatives/iiif/images/unionist--image-0061/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0061/manifest.json,"/img/derivatives/iiif/images/unionist--image-0061/full/1140,/0/default.jpg"
unionist--image-0062,Canterbury Congregational Church,"By Cathy Cline - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=22577080",,,Cathy Cline,2012,"The Canterbury Congregational Church, which is directly across the street from The Canterbury Female Academy",English,,,cc by-sa 3.0,https://en.wikipedia.org/wiki/Canterbury_Center_Historic_District#/media/File:Canterbury_Congregational_Church.JPG,,image,Image,,,,,,,,,,,unionist-text-0001,,,"The Canterbury Congregational Church, which is directly across the street from The Canterbury Female Academy",473,items_item,items,"/img/derivatives/iiif/images/unionist--image-0062/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0062/manifest.json,"/img/derivatives/iiif/images/unionist--image-0062/full/1140,/0/default.jpg"
unionist--image-0063,Sylvester Graham,"By Miscellaneous Items in High Demand, PPOC, Library of Congress - Library of CongressCatalog: https://lccn.loc.gov/99406591Image download: https://cdn.loc.gov/service/pnp/cph/3c20000/3c23000/3c23800/3c23830v.jpgOriginal url: https://www.loc.gov/pictures/item/99406591/, Public Domain, https://commons.wikimedia.org/w/index.php?curid=68235987",,,,1880,Engraving of dietary reformer Sylvester Graham,English,,,Public Domain,https://catalog.loc.gov/vwebv/search?searchCode=LCCN&searchArg=99406591&searchType=1&permalink=y,,image,Image,,,,,,,,,,,unionist-text-0068,1833-08-08 p.04.54,,Sylvester Graham (1794-1851),474,items_item,items,"/img/derivatives/iiif/images/unionist--image-0063/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0063/manifest.json,"/img/derivatives/iiif/images/unionist--image-0063/full/1140,/0/default.jpg"
unionist--image-0064,Thomas Jefferson Statue,https://news.artnet.com/art-world/thomas-jefferson-statue-headed-new-york-historical-society-2035662,,,Pierre-Jean David d’Angers,1833,Statue of Thomas Jefferson,English,,,"Pierre-Jean David d’Angers, Thomas Jefferson (1833), plaster model. Photo courtesy in original publication of Department of Citywide Administrative Services and New York City Council",https://news.artnet.com/art-world/thomas-jefferson-statue-headed-new-york-historical-society-2035662,,image,Image,,,,,,,,,,,unionist-text-0112,1833-09-05 p.04.38,,Statue of Thomas Jefferson given as a gift to the City of New York in 1833. It was removed in 2021.,475,items_item,items,"/img/derivatives/iiif/images/unionist--image-0064/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0064/manifest.json,"/img/derivatives/iiif/images/unionist--image-0064/full/1140,/0/default.jpg"
unionist--image-0065,William Leete Stone,"By Jacques Reich (undoubtedly based on an earlier work by another artist) - Appletons&#039; Cyclopædia of American Biography, v. 5, 1900, p. 705, Public Domain, https://commons.wikimedia.org/w/index.php?curid=13266462",,,Jacques Reich,1890,Drawing of William Leete Stone,English,,,Public Domain,"By Jacques Reich (undoubtedly based on an earlier work by another artist) - Appletons&#039; Cyclopædia of American Biography, v. 5, 1900, p. 705, Public Domain, https://commons.wikimedia.org/w/index.php?curid=13266462",,image,Image,,,,,,,,,,,unionist-text-0117,1833-09-05 p.04.43,,William Leete Stone (1792-1844) was a prominent editor in New York City; he played a notorious role in fomenting the 1834 New York City Anti-Abolitionist riots.,476,items_item,items,"/img/derivatives/iiif/images/unionist--image-0065/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0065/manifest.json,"/img/derivatives/iiif/images/unionist--image-0065/full/1140,/0/default.jpg"
unionist--image-0066,Fourdrinier Machine,"Ballou's Pictorial, https://americanantiquarian.org/millgirls/items/show/70.",,,,1855,Mill Girls using a Fourdrinier Machine,English,,,Public Domain,https://americanantiquarian.org/millgirls/items/show/70,,image,Image,,,,,,,,,,,unionist--text-0126; unionist--text-0262,1833-09-05 p.04.52; 1834-03-13 p.03.26,,Mill Girls using a Fourdrinier Machine,477,items_item,items,"/img/derivatives/iiif/images/unionist--image-0066/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0066/manifest.json,"/img/derivatives/iiif/images/unionist--image-0066/full/1140,/0/default.jpg"
unionist--image-0067,Benjamin Silliman Portrait,https://npg.si.edu/object/npg_NPG.68.6,,,John Trumbull (1756-1843),1825,Portrait of Benjamin Silliman,English,,,CC0,https://npg.si.edu/object/npg_NPG.68.6,,image,Image,,,,,,,,,,,unionist--text-0157,1833-12-19 p.01.03,,"Portrait of Benjamin Silliman (1779-1864), prominent American scientist in the first half of the nineteenth century. One of the residential colleges of Yale University is named after him.",478,items_item,items,"/img/derivatives/iiif/images/unionist--image-0067/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0067/manifest.json,"/img/derivatives/iiif/images/unionist--image-0067/full/1140,/0/default.jpg"
unionist--image-0068,"Lafayette S. Foster, by Matthew Brady",https://commons.wikimedia.org/w/index.php?curid=123854612,,,Matthew Brady,ca. 1860-65,Photograph of Senator La Fayette S. Foster (1806-1880),English,,,Public Domain,https://commons.wikimedia.org/w/index.php?curid=123854612,,image,Image,,,,,,,,,,,unionist--text-0346,1834-04-10 p.03.46,,"Photograph of Senator La Fayette S. Foster (1806-1880), by Matthew Brady",479,items_item,items,"/img/derivatives/iiif/images/unionist--image-0068/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0068/manifest.json,"/img/derivatives/iiif/images/unionist--image-0068/full/1140,/0/default.jpg"
unionist--text-0049,Response to the Black Law,<em>The Unionist</em> 1833-08-08,<em>Rochester Revivalist.</em> (not researched),1833-08-08 p03.35,<em>Rochester Revivalist.</em>,1833-08-08,Outrage at persecution of Crandall,English,The Unionist,,https://creativecommons.org/publicdomain/mark/1.0/,<em>Rochester Revivalist.</em>,Canterbury Female Academy; Black Law,Text,Unionist content,,1,2,"This transaction will stand in future ages as a blot upon that <em>free</em> state and our land of <em>freedom</em> —a strange and foul blot for the 19 <sup>th</sup> century. Future generations will doubtless be as much astonished at it, as the present is at reading the accounts of the trials and executions of witches in New-England.” – <em>Rochester Revivalist</em> ",,The Rochester Revivalist accurately predicted the future here.,Prudence Crandall (inferred),Yes,,unionist--image-0342,,,,,48,items_item,items,,,
unionist--image-0069,"Hester Thrale, by Joshua Reynolds",https://commons.wikimedia.org/w/index.php?curid=4606080,,,Joshua Reynolds,1777,Portrait of Hester Thrale and her daughter Hester,English,,,Public Domain,https://commons.wikimedia.org/w/index.php?curid=4606080,,image,Image,,,,,,,,,,,unionist--text-0361,1834-04-10 p.04.61,,Portrait of Hester Thrale and her daughter Hester,480,items_item,items,"/img/derivatives/iiif/images/unionist--image-0069/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0069/manifest.json,"/img/derivatives/iiif/images/unionist--image-0069/full/1140,/0/default.jpg"
unionist--image-0070,"William Goodell portrait, Massachusetts Historical Society",https://en.wikipedia.org/wiki/William_Goodell_%28abolitionist%29#/media/File:William-Goodell(Cropped).png,,,Portraits of American Abolitionists,ca. 1860,Portrait of William Goodell,English,,,Public Domain,https://en.wikipedia.org/wiki/William_Goodell_%28abolitionist%29#/media/File:William-Goodell(Cropped).png,,image,Image,,,,,,,,,,,unionist--text-0004,,,"Photograph of William Goodell (1792-1878), editor of <em>The Genius of Temperance</em>",481,items_item,items,"/img/derivatives/iiif/images/unionist--image-0070/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0070/manifest.json,"/img/derivatives/iiif/images/unionist--image-0070/full/1140,/0/default.jpg"
unionist--image-0071,John Warner Barber's Engraving of Plainfield,http://connecticuthistory.org/plainfield-academy-grooming-connecticut-scholars-in-the-18th-and-19th-centuries/,,,John Warner Barber (1798-1885),ca. 1836,"Engraving of Plainfield, Connecticut ca. 1836",English,,,Public Domain,http://connecticuthistory.org/plainfield-academy-grooming-connecticut-scholars-in-the-18th-and-19th-centuries/,,image,Image,,,,,,,,,,,unionist--text-0071,1833-08-08 p04.57,,"Plainfield, Connecticut, including the Plainfield Academy on top of the hill to the left behind the church. The engraver, John Warner Barber, was an ardent anti-slavery man based in New Haven.",482,items_item,items,"/img/derivatives/iiif/images/unionist--image-0071/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0071/manifest.json,"/img/derivatives/iiif/images/unionist--image-0071/full/1140,/0/default.jpg"
unionist--image-0072,Samuel Price Carson,https://en.wikipedia.org/wiki/Samuel_Price_Carson#/media/File:SamuelPriceCarson.jpg,https://en.wikipedia.org/wiki/Samuel_Price_Carson#/media/File:SamuelPriceCarson.jpg,,,,Sketch of Cong. Samuel Price Carson ,English,,,Public Domain,https://en.wikipedia.org/wiki/Samuel_Price_Carson#/media/File:SamuelPriceCarson.jpg,,image,Image,,,,,,,,,,,unionist--text-0128,1833-09-05 p.04.54,,"Sketch of Congressman Samuel Price Carson (1798-1838), slave-owner and duelist",483,items_item,items,"/img/derivatives/iiif/images/unionist--image-0072/full/250,/0/default.jpg",/img/derivatives/iiif/unionist--image-0072/manifest.json,"/img/derivatives/iiif/images/unionist--image-0072/full/1140,/0/default.jpg"
